PLEDGE_ID;ACQUISITIONDATE;PC6
34256;4/1/2019;2564TB
34257;4/6/2019;5311GP
34258;4/3/2019;1541CL
34259;4/3/2019;4817NB
34260;4/6/2019;5308LE
34261;4/3/2019;4817BJ
34262;4/1/2019;7623CG
34263;4/4/2019;2021XV
34264;4/4/2019;2021TC
34265;4/3/2019;1541AT
34266;4/3/2019;1541GJ
34267;4/4/2019;2022XG
34268;4/2/2019;7531TV
34269;4/4/2019;7512CD
34270;4/4/2019;2021XB
34271;4/6/2019;5247VD
34272;4/3/2019;1541EJ
34273;4/2/2019;7523TL
34274;4/3/2019;8043NX
34275;4/3/2019;4847GB
34276;4/1/2019;2564LX
34277;4/4/2019;2022XG
34278;4/3/2019;1541JD
34279;4/4/2019;7607XJ
34280;4/4/2019;2021XB
34281;4/1/2019;2564XK
34282;4/4/2019;7602GE
34283;4/5/2019;7623ZN
34284;4/1/2019;2564CM
34285;4/4/2019;7602VZ
34286;4/6/2019;5311GM
34287;4/4/2019;2022BL
34288;4/3/2019;1541AV
34289;4/4/2019;2024KH
34290;4/4/2019;2022ZH
34291;4/3/2019;4817BJ
34292;4/2/2019;7523HB
34293;4/4/2019;2021TC
34294;4/3/2019;1541DL
34295;4/6/2019;5247XC
34296;4/5/2019;7622DW
34297;4/5/2019;7553JC
34298;10/8/2022;4817BH
34299;4/4/2019;2022BM
34300;4/4/2019;7521EE
34301;4/1/2019;2564RV
34302;4/3/2019;1541DA
34303;4/6/2019;5247XB
34304;4/3/2019;1541DC
34305;4/6/2019;7512GM
34306;4/3/2019;4847GD
34307;4/4/2019;7521DL
34308;4/3/2019;4817BH
34309;4/3/2019;1541EK
34310;4/6/2019;5247XC
34311;4/3/2019;1541CK
34312;4/3/2019;1541GH
34313;4/3/2019;4817BJ
34314;4/2/2019;7522EZ
34315;4/4/2019;7602AD
34316;4/4/2019;2022BL
34317;4/6/2019;5311GX
34318;4/3/2019;1541GM
34319;4/1/2019;7572EK
34320;4/3/2019;4847GA
34321;4/4/2019;2591XH
34322;4/1/2019;7623CG
34323;4/3/2019;8043EL
34324;10/20/2021;5247XE
34325;4/4/2019;2021XG
34326;4/5/2019;7622LB
34327;3/30/2019;5674CM
34328;11/20/2020;5674CM
34329;4/3/2019;1541EK
34330;4/9/2019;7105EA
34331;4/11/2019;1822MK
34332;4/15/2019;7575CG
34333;4/11/2019;7608ER
34334;4/11/2019;1822MH
34335;4/10/2019;7534HL
34336;4/11/2019;5216CD
34337;4/8/2019;2564BJ
34338;4/14/2019;2595DK
34339;4/11/2019;1822LD
34340;4/14/2019;3034EA
34341;4/11/2019;1822LD
34342;4/14/2019;2518ET
34343;4/10/2019;5344GM
34344;4/8/2019;7608LB
34345;4/10/2019;7608KA
34346;4/10/2019;2013CB
34347;4/8/2019;2564BM
34348;4/9/2019;7556MZ
34349;4/8/2019;2564PH
34350;4/10/2019;7534HT
34351;4/11/2019;1822LG
34352;4/11/2019;7572ZB
34353;4/14/2019;2242JH
34354;4/11/2019;7608GA
34355;4/10/2019;7608HC
34356;4/11/2019;7608GH
34357;4/11/2019;1822MN
34358;4/10/2019;2013BN
34359;4/14/2019;2612CG
34360;4/11/2019;7553JE
34361;4/14/2019;3081KT
34362;4/13/2019;7271WT
34363;4/11/2019;5216AE
34364;4/11/2019;7608GH
34365;4/15/2019;7546JJ
34366;4/14/2019;6521JH
34367;4/11/2019;1822PK
34368;4/11/2019;5215XM
34369;4/11/2019;5216AB
34370;4/13/2019;7271ZH
34371;4/8/2019;7608VP
34372;4/12/2019;7561BK
34373;4/11/2019;1822LA
34374;4/14/2019;2512AD
34375;4/11/2019;5216GR
34376;4/9/2019;7050AB
34377;4/10/2019;2015GV
34378;4/11/2019;7608GK
34379;4/11/2019;7605CE
34380;4/14/2019;1018BE
34381;4/14/2019;2295RL
34382;4/10/2019;2015JE
34383;4/11/2019;1822LE
34384;4/11/2019;1822LA
34385;4/10/2019;3045BR
34386;4/10/2019;3072LH
34387;4/9/2019;3062NM
34388;5/17/2018;3055WT
34389;4/11/2022;3055WT
34390;4/8/2019;7242EB
34391;10/26/2021;7242EB
34392;4/11/2019;6642EP
34393;4/12/2019;8101BB
34394;4/6/2019;7213EM
34395;4/10/2019;3072WR
34396;4/12/2019;6851LT
34397;4/12/2019;7722AJ
34398;4/12/2019;6852LP
34399;4/12/2019;6991ZC
34400;4/8/2019;7218AH
34401;10/15/2022;7218AH
34402;4/11/2019;3864EZ
34403;4/8/2019;6661VZ
34404;4/9/2019;6663NC
34405;6/1/2020;3828AE
34406;4/10/2019;3771GA
34407;4/8/2019;6661LT
34408;4/10/2019;3818GB
34409;4/13/2019;1412GV
34410;4/5/2019;3841CH
34411;12/10/2021;3841CH
34412;4/11/2019;3822WJ
34413;4/11/2019;6851VP
34414;4/12/2019;8102AP
34415;4/6/2019;3171NC
34416;4/9/2019;3062HJ
34417;4/12/2019;3032AN
34418;4/13/2019;6952BL
34419;4/12/2019;6991ZS
34420;4/12/2019;6953CN
34421;4/9/2019;3813PA
34422;4/15/2019;6845GV
34423;4/13/2019;6952BG
34424;4/6/2019;3781EV
34425;4/13/2019;3811ML
34426;4/10/2019;3072WJ
34427;1/4/2022;3822CG
34428;4/9/2019;3813NP
34429;4/10/2019;3072ES
34430;4/6/2019;7213WT
34431;4/10/2019;3045PE
34432;4/10/2019;6816RB
34433;4/10/2019;3045BG
34434;4/10/2019;3072WJ
34435;4/6/2019;3828DV
34436;4/9/2019;6663NT
34437;4/11/2019;6642CL
34438;4/10/2019;3072ES
34439;4/9/2019;3062GC
34440;4/10/2019;3072EB
34441;4/9/2019;6663NB
34442;4/12/2019;7722AR
34443;4/9/2019;3062NR
34444;4/10/2019;3823HN
34445;4/9/2019;3062HH
34446;4/8/2019;7361CN
34447;4/8/2019;6661TG
34448;4/9/2019;6663ND
34449;4/11/2019;3864GK
34450;4/15/2019;3061KC
34451;4/12/2019;8102AC
34452;4/13/2019;7351AR
34453;4/4/2019;3171AC
34454;4/11/2019;3822DG
34455;4/10/2019;3771ZB
34456;4/10/2019;6816PR
34457;4/9/2019;3062HH
34458;4/6/2019;6813EL
34459;4/6/2019;3171PD
34460;4/11/2019;3822DJ
34461;4/11/2019;3864GC
34462;4/10/2019;3771GM
34463;4/6/2019;6871XX
34464;4/9/2019;6663NH
34465;4/11/2019;6851CE
34466;4/15/2019;3061KD
34467;4/11/2019;6642CG
34468;4/6/2019;7213WK
34469;4/5/2019;6828KT
34470;4/11/2019;6851VR
34471;4/9/2019;6663NN
34472;4/12/2019;7722AR
34473;4/6/2019;3781EA
34474;4/8/2019;7416CE
34475;4/9/2019;6708VL
34476;4/9/2019;6708PM
34477;4/9/2019;6708DA
34478;4/10/2019;3823JG
34479;4/12/2019;6851LH
34480;4/8/2019;7416CE
34481;4/8/2019;7416CD
34482;4/11/2019;3822DJ
34483;4/9/2019;6663NK
34484;4/8/2019;3055KK
34485;4/6/2019;3781ET
34486;4/15/2019;3061KP
34487;4/18/2019;6931CH
34488;4/18/2019;6932BM
34489;4/20/2021;6932BM
34490;4/19/2019;6869VK
34491;4/18/2019;6932GM
34492;4/11/2019;3813RR
34493;4/17/2019;6812AJ
34494;4/15/2019;6987CM
34495;4/13/2019;7391MX
34496;4/19/2019;3015XC
34497;4/17/2019;6225AL
34498;4/13/2019;6955AB
34499;4/17/2019;6525AL
34500;4/18/2019;6932GX
34501;4/17/2019;6525BR
34502;4/16/2019;6571AB
34503;4/11/2019;3813RS
34504;4/17/2019;3051AH
34505;4/19/2019;6869VB
34506;4/17/2019;6812CH
34507;4/18/2019;6932AG
34508;4/19/2019;3014VH
34509;4/17/2019;3054BR
34510;4/17/2019;6811LZ
34511;4/13/2019;3811MN
34512;4/11/2019;6642CK
34513;4/17/2019;6812CH
34514;4/16/2019;6821HH
34515;4/17/2019;6811LZ
34516;4/13/2019;7391DH
34517;4/12/2019;3032AN
34518;4/13/2019;6952CW
34519;4/18/2019;6932HK
34520;4/16/2019;6571BE
34521;4/16/2019;6571AC
34522;4/18/2019;6932DE
34523;4/15/2019;6845DJ
34524;4/10/2019;4532ET
34525;4/16/2019;5328AS
34526;4/17/2019;3652LR
34527;4/15/2019;2964AR
34528;11/23/2022;2964AR
34529;4/16/2019;4386BE
34530;4/18/2019;4384CK
34531;4/16/2019;6576JP
34532;4/16/2019;4387AD
34533;4/15/2019;4731CL
34534;4/18/2019;4401GC
34535;4/16/2019;4461NG
34536;4/16/2019;5301SL
34537;11/18/2020;5301SL
34538;4/19/2019;4782AG
34539;4/17/2019;5021VV
34540;4/15/2019;4731CR
34541;4/15/2019;2964AL
34542;4/15/2019;1741BV
34543;4/15/2019;3312WD
34544;4/16/2019;4387AK
34545;4/17/2019;4223NT
34546;4/15/2019;1741BZ
34547;4/15/2019;4431AP
34548;4/20/2019;4245KG
34549;4/15/2019;4741BC
34550;4/15/2019;4444AG
34551;4/17/2019;4651EP
34552;4/19/2019;5144VV
34553;4/16/2019;6576JE
34554;4/18/2019;5026PD
34555;9/12/2022;5026PD
34556;4/15/2019;4741BD
34557;4/16/2019;5331AV
34558;4/16/2019;4387AJ
34559;4/17/2019;4333AL
34560;7/12/2019;4333AL
34561;4/17/2019;4651AT
34562;4/16/2019;5328AA
34563;4/15/2019;4444AK
34564;4/17/2019;4651DN
34565;4/16/2019;6576JE
34566;4/15/2019;4334HA
34567;4/16/2019;5331EE
34568;4/15/2019;2964BP
34569;4/17/2019;2431AB
34570;4/16/2019;4387AJ
34571;4/18/2019;5026DA
34572;4/16/2019;4461NW
34573;4/19/2019;4761GC
34574;4/19/2019;5171MH
34575;4/17/2019;4333BX
34576;4/15/2019;4334EL
34577;4/17/2019;4333BN
34578;4/15/2019;4334GE
34579;4/15/2019;4731CJ
34580;4/17/2019;4333BX
34581;4/17/2019;8017NP
34582;4/15/2019;4334EM
34583;4/17/2019;4333BZ
34584;4/17/2019;2435AG
34585;4/16/2019;4387AH
34586;4/19/2019;5144VZ
34587;4/18/2019;4388CB
34588;4/17/2019;4333AP
34589;4/20/2019;4231DT
34590;4/20/2019;4245KD
34591;4/15/2019;4731AK
34592;4/18/2019;3313AJ
34593;4/15/2019;4334HJ
34594;4/18/2019;4401AE
34595;9/30/2019;4401AE
34596;4/16/2019;1741GB
34597;4/18/2019;4384CJ
34598;4/17/2019;5021WE
34599;4/16/2019;6576BJ
34600;4/17/2019;4223NV
34601;2/1/2020;4223NV
34602;4/20/2019;4231CE
34603;4/19/2019;5151MR
34604;4/17/2019;4333BT
34605;4/20/2019;4231BG
34606;4/16/2019;5328AS
34607;4/16/2019;4461PK
34608;4/19/2019;4111KR
34609;4/16/2019;4461PD
34610;4/19/2019;4023AS
34611;4/20/2019;4231BJ
34612;4/17/2019;5025DH
34613;4/18/2019;3255TJ
34614;4/19/2019;5151CP
34615;4/17/2019;2435AE
34616;4/18/2019;4384BM
34617;4/18/2019;4401SC
34618;4/16/2019;5331CM
34619;4/15/2019;1741BV
34620;4/19/2019;5141ER
34621;4/17/2019;5025DH
34622;4/17/2019;4333BE
34623;5/25/2022;4333BE
34624;4/19/2019;1324EV
34625;4/16/2019;4387AK
34626;4/19/2019;5151EG
34627;4/19/2019;4797EE
34628;4/19/2019;4111LE
34629;4/16/2019;4386AX
34630;4/15/2019;4334CC
34631;4/16/2019;6576JC
34632;4/15/2019;3311CG
34633;4/18/2019;4401AE
34634;8/13/2021;4401AE
34635;4/18/2019;3313XH
34636;4/15/2019;4334HJ
34637;7/23/2020;4334HJ
34638;4/15/2019;2964AB
34639;4/19/2019;8226RE
34640;4/19/2019;8226RH
34641;4/19/2019;4781AT
34642;4/18/2019;4401CN
34643;4/19/2019;4111LG
34644;4/15/2019;4333BP
34645;4/17/2019;4651AC
34646;5/1/2019;4461NA
34647;4/16/2019;4461WB
34648;4/19/2019;3991DN
34649;4/16/2019;4461PH
34650;4/15/2019;4731CP
34651;4/15/2019;3315KA
34652;4/15/2019;4334NB
34653;4/18/2019;3313XL
34654;4/18/2019;4401JE
34655;4/19/2019;5171MH
34656;4/16/2019;4461PL
34657;4/18/2019;3313XK
34658;4/19/2019;8226RD
34659;4/15/2019;3313DA
34660;4/16/2019;4461NW
34661;4/19/2019;8226RM
34662;4/15/2019;4431CJ
34663;4/17/2019;2435AD
34664;4/18/2019;3255TA
34665;4/17/2019;8016DP
34666;4/19/2019;4111LD
34667;4/16/2019;4461KE
34668;4/16/2019;4387AE
34669;4/18/2019;3313AJ
34670;4/18/2019;4384CL
34671;4/16/2019;4387AK
34672;4/16/2019;5331KD
34673;4/19/2019;4761GB
34674;4/17/2019;5021WE
34675;11/29/2022;5021WE
34676;4/16/2019;5328BG
34677;4/15/2019;1741AM
34678;4/18/2019;4401SC
34679;4/16/2019;4387AB
34680;4/16/2019;4421KT
34681;4/19/2019;4781AT
34682;4/17/2019;4333GK
34683;8/19/2020;4333GK
34684;4/19/2019;5151NC
34685;4/17/2019;4223NS
34686;9/22/2022;4223NS
34687;4/15/2019;2964AG
34688;4/19/2019;4761DN
34689;4/15/2019;2964AB
34690;4/17/2019;4333BZ
34691;4/18/2019;4401SC
34692;9/30/2019;4401SC
34693;4/15/2019;4731AX
34694;4/17/2019;4223NT
34695;4/19/2019;5151CR
34696;4/17/2019;4209BJ
34697;4/17/2019;4333MD
34698;4/19/2019;4761EW
34699;4/20/2019;4245KN
34700;4/18/2019;4401HN
34701;4/17/2019;4333GB
34702;4/16/2019;4387AH
34703;4/20/2019;4245KR
34704;4/18/2019;4388GA
34705;4/16/2019;6576BM
34706;4/15/2019;3312WD
34707;4/17/2019;4651AH
34708;4/15/2019;4334AB
34709;4/15/2019;4741BL
34710;4/19/2019;4761BS
34711;4/18/2019;3255TE
34712;4/17/2019;4209BP
34713;4/16/2019;4387AA
34714;4/18/2019;3313TC
34715;4/19/2019;5171MW
34716;4/15/2019;3311BA
34717;4/15/2019;1741BE
34718;4/16/2019;6576JH
34719;4/19/2019;5144ZR
34720;4/15/2019;2964CG
34721;4/16/2019;4381VD
34722;4/15/2019;3311AH
34723;4/17/2019;8017KE
34724;4/17/2019;2415BV
34725;4/20/2019;4245KN
34726;4/17/2019;2431AN
34727;4/18/2019;3313AC
34728;4/17/2019;4651BV
34729;4/15/2019;4741RM
34730;4/17/2019;3652LP
34731;2/1/2020;4386AJ
34732;4/17/2019;4651AH
34733;4/17/2019;3652LP
34734;4/18/2019;3313EC
34735;4/15/2019;4431AP
34736;4/15/2019;2964BM
34737;4/15/2019;3311AW
34738;4/19/2019;1312ES
34739;4/16/2019;5328BJ
34740;4/15/2019;2964BM
34741;4/18/2019;3313AJ
34742;4/15/2019;4741BM
34743;4/15/2019;4334HJ
34744;4/16/2019;4461LT
34745;4/15/2019;4431AR
34746;4/17/2019;3652LR
34747;4/16/2019;4386AN
34748;4/18/2019;4401EX
34749;4/17/2019;4209AG
34750;4/17/2019;4333HC
34751;4/17/2019;8017MC
34752;4/19/2019;4761GA
34753;4/16/2019;4387AG
34754;4/18/2019;4388CR
34755;4/19/2019;4781AW
34756;4/15/2019;2964AJ
34757;4/17/2019;2421XZ
34758;4/17/2019;4651GB
34759;4/19/2019;5151NA
34760;4/15/2019;2964CE
34761;4/17/2019;5025DH
34762;4/17/2019;4332RD
34763;4/16/2019;5331CK
34764;4/20/2019;4231AB
34765;4/15/2019;4334HJ
34766;4/20/2019;4245KN
34767;4/19/2019;4111LM
34768;4/19/2019;4761BS
34769;4/16/2019;6576JC
34770;4/19/2019;3999NM
34771;4/17/2019;4209BP
34772;4/15/2019;4876BN
34773;4/17/2019;4651EG
34774;4/16/2019;4386BA
34775;4/15/2019;1741AJ
34776;4/16/2019;4364AR
34777;4/19/2019;2341KK
34778;4/19/2019;7608DH
34779;4/19/2019;2493ZM
34780;4/23/2019;2014VH
34781;4/28/2019;2512WD
34782;4/24/2019;7641HS
34783;4/25/2019;5161EA
34784;4/24/2019;2564RW
34785;4/24/2019;2291ZZ
34786;4/24/2019;3563SV
34787;4/26/2019;2341AM
34788;4/24/2019;7641LM
34789;4/28/2019;2515SP
34790;4/28/2019;3014EH
34791;4/23/2019;2628ED
34792;4/23/2019;3312SB
34793;4/26/2019;2341EK
34794;11/9/2022;2341EK
34795;4/25/2019;7412ER
34796;4/28/2019;2595DG
34797;4/24/2019;2564VG
34798;4/25/2019;5161ES
34799;4/24/2019;7642JN
34800;4/25/2019;5161EM
34801;4/23/2019;2628SN
34802;4/26/2019;2341CC
34803;4/23/2019;3067AL
34804;4/24/2019;7642JT
34805;4/25/2019;7415ZP
34806;4/23/2019;2628EC
34807;4/24/2019;7642JW
34808;4/25/2019;7415ZP
34809;4/28/2019;1033SE
34810;4/28/2019;2531RH
34811;4/23/2019;2613JV
34812;4/24/2019;4462AE
34813;4/23/2019;4341JA
34814;4/26/2019;4617GG
34815;4/22/2019;5661AK
34816;4/25/2019;7207JG
34817;4/25/2019;4356AR
34818;4/14/2021;4356AR
34819;4/23/2019;5525DD
34820;4/26/2019;4617KD
34821;4/24/2019;5963NL
34822;4/26/2019;3415PM
34823;4/26/2019;4708DW
34824;4/25/2019;4356AS
34825;4/24/2019;5691NV
34826;4/24/2019;4462BB
34827;4/25/2019;5113TD
34828;4/25/2019;5528BS
34829;4/25/2019;5529AW
34830;4/24/2019;4481DT
34831;5/3/2021;4481DT
34832;4/24/2019;4587CX
34833;4/23/2019;5525DD
34834;4/24/2019;4587AH
34835;4/25/2019;5528BS
34836;4/23/2019;4341MX
34837;4/24/2019;4481DR
34838;4/23/2019;5525BL
34839;4/26/2019;3415PK
34840;4/24/2019;4481DZ
34841;4/23/2019;4341MG
34842;4/24/2019;4587BL
34843;4/26/2019;4707MJ
34844;4/24/2019;8033AV
34845;4/24/2019;4462AE
34846;4/25/2019;4356GT
34847;4/23/2019;4341LK
34848;4/25/2019;4356DD
34849;4/19/2019;3991DS
34850;4/22/2019;5731VS
34851;4/23/2019;4341LL
34852;4/25/2019;5529AA
34853;4/23/2019;5525DD
34854;4/24/2019;4587BM
34855;4/24/2019;5691RV
34856;4/23/2019;5521CN
34857;4/25/2019;4363BG
34858;4/26/2019;4284XE
34859;4/26/2019;4708DJ
34860;4/25/2019;4356CB
34861;4/22/2019;5503ER
34862;4/24/2019;5966NW
34863;4/19/2019;3991DJ
34864;4/24/2019;5038WK
34865;4/25/2019;5113TL
34866;4/22/2019;5503CR
34867;4/25/2019;4464JE
34868;4/22/2019;5503CT
34869;4/24/2019;8033BD
34870;4/24/2019;5963BA
34871;4/23/2019;4341MH
34872;4/26/2019;3415PC
34873;4/25/2019;5528AR
34874;4/26/2019;3415RB
34875;4/26/2019;4617KR
34876;4/26/2019;4707MT
34877;4/25/2019;4363AX
34878;4/26/2019;4617KH
34879;4/22/2019;8243BE
34880;5/1/2019;5521BA
34881;4/22/2019;5508DW
34882;4/26/2019;4284EE
34883;4/23/2019;5525BJ
34884;4/25/2019;7207NR
34885;4/24/2019;8033GB
34886;4/23/2019;4341MC
34887;4/26/2019;4465AV
34888;4/26/2019;4617GG
34889;4/25/2019;5529AM
34890;4/24/2019;4481DS
34891;4/25/2019;4464JA
34892;4/26/2019;4708DZ
34893;4/25/2019;4356BH
34894;4/25/2019;5113TK
34895;4/24/2019;4462SV
34896;7/23/2019;4462SV
34897;4/23/2019;5521CB
34898;4/26/2019;4284EP
34899;4/22/2019;5503PS
34900;5/1/2020;4341MN
34901;4/25/2019;4464JA
34902;4/25/2019;5529AK
34903;4/25/2019;4464AM
34904;4/22/2019;5731SL
34905;4/22/2019;5503EA
34906;4/26/2019;4708BD
34907;4/24/2019;5038TD
34908;4/23/2019;5521EK
34909;4/25/2019;5528BJ
34910;4/24/2019;5691AX
34911;4/23/2019;5521AR
34912;4/25/2019;5529NE
34913;4/22/2019;5503JT
34914;4/24/2019;4462AC
34915;4/25/2019;5111XE
34916;4/24/2019;4587BE
34917;4/24/2019;4462AC
34918;11/23/2019;4462AC
34919;4/23/2019;5525BJ
34920;4/22/2019;5506EL
34921;4/25/2019;5529AK
34922;4/23/2019;5525DB
34923;4/25/2019;5529AL
34924;4/24/2019;5691RS
34925;11/23/2020;5691RS
34926;4/24/2019;4481DM
34927;4/24/2019;4587BM
34928;4/22/2019;8242AL
34929;4/26/2019;4617JJ
34930;4/22/2019;5503PK
34931;4/24/2019;5691EC
34932;4/23/2019;4341MN
34933;4/22/2019;5503TC
34934;4/22/2019;5506ER
34935;4/24/2019;4462CH
34936;4/23/2019;4341MC
34937;4/25/2019;5113TE
34938;9/20/2019;4363BC
34939;4/24/2019;5966NW
34940;4/24/2019;8033CP
34941;4/25/2019;4356BR
34942;4/26/2019;3415RA
34943;4/25/2019;5528AD
34944;4/24/2019;5963NK
34945;4/26/2019;4707MK
34946;4/24/2019;4462AL
34947;4/24/2019;4587AX
34948;4/24/2019;4462AM
34949;4/25/2019;5528BP
34950;4/24/2019;4481DX
34951;4/25/2019;4363BC
34952;4/17/2021;4363BC
34953;4/22/2019;5663SR
34954;4/25/2019;4464AV
34955;4/25/2019;4382CN
34956;4/26/2019;4284EE
34957;4/25/2019;4464AB
34958;4/24/2019;4462AM
34959;4/24/2019;4462SN
34960;4/26/2019;4475AD
34961;4/24/2019;5691EG
34962;4/23/2019;5525BW
34963;4/22/2019;5731EZ
34964;4/26/2019;4465AV
34965;4/26/2019;4707NN
34966;4/25/2019;4356AN
34967;4/24/2019;5691RT
34968;4/25/2019;4464JR
34969;4/24/2019;4462AM
34970;4/26/2019;4617GJ
34971;4/25/2019;6718MK
34972;4/24/2019;6824KG
34973;4/24/2019;3055AV
34974;4/29/2019;6814AT
34975;4/24/2019;6822HS
34976;4/24/2019;6824GD
34977;4/17/2019;6525BW
34978;4/20/2019;3054BS
34979;4/24/2019;3055BM
34980;4/24/2019;6824GJ
34981;12/9/2022;6824JR
34982;4/19/2019;6869VM
34983;4/18/2019;6932KH
34984;4/24/2019;3055TE
34985;4/24/2019;3055AS
34986;4/26/2019;3035NM
34987;4/19/2019;6874BS
34988;4/17/2019;3051PR
34989;4/20/2019;3054BT
34990;4/24/2019;6822MA
34991;4/19/2019;6861WR
34992;4/23/2019;6822NP
34993;4/24/2019;6824EG
34994;4/23/2019;6718DA
34995;4/26/2019;6823JV
34996;4/26/2019;6814LG
34997;4/16/2019;6821HH
34998;4/18/2019;6932HG
34999;4/23/2019;6851RA
35000;4/19/2019;6861XD
35001;4/19/2019;6861XX
35002;4/24/2019;3055JN
35003;4/26/2019;6814LD
35004;4/26/2019;6823MV
35005;4/25/2019;6881NX
35006;4/25/2019;6881MA
35007;4/26/2019;6814JN
35008;4/25/2019;6881LV
35009;4/26/2019;3035EJ
35010;4/17/2019;6811LN
35011;4/16/2019;6821HL
35012;4/25/2019;6718ML
35013;4/25/2019;6881MS
35014;4/23/2019;6718DB
35015;4/24/2019;6824HG
35016;4/24/2019;6822LR
35017;6/1/2020;6822LR
35018;4/24/2019;6824KJ
35019;4/19/2019;6861ZG
35020;4/25/2019;6718MD
35021;4/24/2019;6824HC
35022;4/17/2019;3051AH
35023;4/18/2019;6932BP
35024;10/14/2019;3265BZ
35025;4/8/2019;4388JL
35026;4/13/2019;5981AH
35027;4/8/2019;1985CP
35028;4/8/2019;4373AE
35029;4/13/2019;5172DB
35030;4/13/2019;5981AR
35031;4/8/2019;4697HD
35032;4/9/2019;4306BE
35033;4/10/2019;5531HH
35034;4/10/2019;4537XK
35035;4/9/2019;4306BD
35036;4/10/2019;4532GB
35037;4/12/2019;4671ER
35038;5/9/2019;4671ER
35039;4/13/2019;5981XX
35040;4/12/2019;4724CH
35041;4/9/2019;4328AG
35042;4/12/2019;5301TB
35043;4/11/2019;8307ED
35044;4/12/2019;4724EB
35045;8/24/2022;4724EB
35046;4/10/2019;5531MX
35047;4/8/2019;4373BC
35048;4/8/2019;4697BM
35049;4/10/2019;4537XP
35050;4/9/2019;1966WJ
35051;4/12/2019;4744CH
35052;4/11/2019;4531BH
35053;4/10/2019;4322BD
35054;4/8/2019;4388JL
35055;4/9/2019;4328LE
35056;4/13/2019;5171ZJ
35057;4/11/2019;4532HL
35058;4/12/2019;4744CJ
35059;4/9/2019;4328BX
35060;4/12/2019;4724ET
35061;4/10/2019;2761JT
35062;4/12/2019;4365AL
35063;4/11/2019;4537DB
35064;4/10/2019;2761JS
35065;4/10/2019;2761HE
35066;4/12/2019;5342GK
35067;4/11/2019;4532AH
35068;4/8/2019;4373AD
35069;4/11/2019;4532BL
35070;4/11/2019;7707CR
35071;4/12/2019;8565GJ
35072;4/10/2019;1782BK
35073;4/9/2019;4306CX
35074;4/13/2019;5172BR
35075;4/12/2019;4357HE
35076;4/9/2019;4328NA
35077;4/11/2019;8307AJ
35078;4/11/2019;4532CA
35079;4/10/2019;2761HX
35080;4/8/2019;4373AG
35081;4/12/2019;4724ES
35082;4/9/2019;4328BG
35083;4/11/2019;4537PB
35084;4/10/2019;2761HX
35085;4/9/2019;4675CJ
35086;4/12/2019;5301PK
35087;4/13/2019;5151TS
35088;4/12/2019;8566JL
35089;4/11/2019;4532AB
35090;4/9/2019;4306AZ
35091;4/12/2019;4357ES
35092;4/11/2019;4537PH
35093;4/9/2019;4328BR
35094;4/9/2019;4302VH
35095;4/12/2019;4357ET
35096;4/10/2019;5061VL
35097;4/13/2019;5151XT
35098;4/13/2019;5988AZ
35099;4/11/2019;1217RJ
35100;4/11/2019;7707AV
35101;4/12/2019;2910
35102;4/10/2019;2761HZ
35103;4/8/2019;4697BK
35104;4/12/2019;5301SX
35105;3/26/2021;5301SX
35106;4/10/2019;7475CN
35107;4/10/2019;2761HW
35108;4/11/2019;4532DB
35109;4/10/2019;1782BJ
35110;4/9/2019;4328CM
35111;4/8/2019;4373BA
35112;4/12/2019;5343BC
35113;4/10/2019;7475CA
35114;4/10/2019;4322BH
35115;4/8/2019;4373RW
35116;4/12/2019;3829DH
35117;4/11/2019;4532LA
35118;4/12/2019;3829DT
35119;4/11/2019;4532KD
35120;4/8/2019;4697GJ
35121;4/11/2019;4531BP
35122;4/12/2019;4731WT
35123;4/11/2019;7707DR
35124;4/10/2019;5531SN
35125;4/10/2019;4301XG
35126;4/9/2019;4675RP
35127;4/11/2019;4532CD
35128;4/8/2019;9147BK
35129;4/10/2019;4322CD
35130;4/11/2019;5041SJ
35131;4/11/2019;5041LC
35132;4/12/2019;5301VP
35133;4/10/2019;5061GR
35134;4/13/2019;5172CC
35135;4/12/2019;3825VT
35136;4/8/2019;4373AX
35137;4/9/2019;8023VT
35138;4/8/2019;4697CC
35139;4/10/2019;4537XR
35140;4/12/2019;4731VK
35141;4/11/2019;4532BJ
35142;4/13/2019;5988AP
35143;4/12/2019;8566JM
35144;4/11/2019;4535EV
35145;4/9/2019;4371CM
35146;4/13/2019;5981XL
35147;4/10/2019;2761JS
35148;4/9/2019;4328LE
35149;4/8/2019;4388NE
35150;4/13/2019;5172CG
35151;4/12/2019;8566JM
35152;4/8/2019;4373AJ
35153;4/12/2019;5342HN
35154;4/10/2019;1782HB
35155;4/12/2019;4365AM
35156;4/9/2019;4675CM
35157;7/23/2021;4675CM
35158;4/9/2019;4371CB
35159;4/13/2019;5152VN
35160;4/10/2019;1782AC
35161;4/8/2019;4373AZ
35162;4/13/2019;5152VC
35163;11/15/2019;5152VC
35164;4/8/2019;4697ED
35165;4/10/2019;4322CG
35166;3/3/2021;4322CG
35167;4/13/2019;5988KA
35168;4/8/2019;4697BE
35169;4/8/2019;4388KA
35170;4/10/2019;2761JC
35171;4/12/2019;4365AR
35172;4/10/2019;4325BL
35173;4/9/2019;4675CK
35174;4/10/2019;7475CC
35175;4/10/2019;4325BP
35176;4/13/2019;5151TW
35177;4/13/2019;5981AJ
35178;4/11/2019;4532DB
35179;4/9/2019;4371AG
35180;4/12/2019;3814BK
